Name,Supplier ID,Phone,Address,Email Address,Group
Al Bayan For Electronics and Led Technologies,30435,+974  4411 1435,P.O Box: 2943,sales@b-ledtec.com,30
Architectural Trade & Services Co. W.L.L.,30436,+974 4466 7158,P.O. Box: 4097,info@atsqatar.qa,30
Callisto Trading & Decorating W.L.L.,30437,+974 4443 3533,P.O. Box:,info@callisto-qa.com,30
Al-Noaimi Agriculture & Irrigation Services,30438,+974 4431 8057,P.O. Box: 39058,info@noaimiqatar.com,30
Bolar Trading & Contracting,30439,+974 4040 9828,P.O. Box: 22801,irene@bolar.qa,30
MSERVE Facilities Management,30440,+974 4432 0194,P.O. Box: 200298,info@metrogroupqa.com,30
Free Line Decoration & Furniture,30441,+974 4486 6405,P.O. Box: 31159,freelineqa@hotmail.com,30
Arcview Trading,30442,+974 7789 2506,P.O. Box: 24256,sales@arcviewsolutions.com,30
Altech Aluminium & Steel W.L.L.,30443,+974 4460 6836,P.O. Box: 40155,sales@altechgulf.com,30
Alhdaf Alfdy for Trading,30444,+974 5524 9033,P.O. Box: -,alhdaf.alfdy@gmail.com,30
Central Airconditioning Trading & Services Co.,30445,+974 4464 1923,P.O. Box: 40688,cat@almalkigroup.net,30
Noon by Alia Decor,30446,+974 3377 7705,P.O. Box: -,noonbyalia@gmail.com,30
Dot Design,30447,+974 5045 7937,P.O. Box: 9140,jam@dotdesign.qa,30
Maroon Homes Contracting,30448,+974 7004 5537,P.O. Box: 301321,riz@maroonhomes.com,30
Evergreen Signage and Contracting W.L.L.,30449,+974 4480 7434,P.O. Box: 200529,marketing@signageqatar.com,30
Jadara Trading & Contracting,30450,+974 4485 0113,P.O. Box: 201851,jennie@jadara-tc.com,30
Excel Air Electromechanical WLL,30451,+974 6657 1244,P.O. Box: 209032,sales@excelairqatar.com,30
Equipaint,30452,+974 4435 1717,P.O. Box: 47006,tania@equipaint-qatar.com,30
Deemah Finishing & Trading,30453,+974 4443 9476,P.O. Box: 6255,sanja@deemahfs.com,30
Oxford Furniture Trading W.L.L.,30454,+974 4142 9555,P.O. Box: 35108,info@oxfordqtr.com,30
Mackins Trading Contracting WLL,30455,+974 4416 5428,P.O. Box: 30162,estimation@mackins.com.qa,30
BC Trading,30456,+974 4441 6848,P.O. Box: 1027,bcqatar@yahoo.com,30
Most Winner Limited,30457,+974 5585 9786,P.O.Box 15,alaa-halawani@hotmail.com,30
Kamal Trading & Contracting Co.,30458,+974 5559 9128,P.O box : 127529,kamalco@qatar.net.qa,30
Expert Solutions,30459,+974 4418 0227,PO Box 10519,sales@expertsolutions.qa,30
Sama Steel,30460,+974 6663 7375,P.O.Box : 40093,info@samasteel.qa,30
NRG International,30461,+965 9787 7899,"Qibla, Fahad Al salem St.",finace@nrgint.com,30
AL HANQAH Services LLC,30462,+974 5565 6504,-, info@alhanqah.com,30
Hi-Tech for Metal Products,30463,+974 4450 2467,P.O.Box: 40467,info@hightechmetalqatar.com,30
Design 2000 International S.r.L.,30464,+39 06 32815 250,"Via Maria Adelaide, 8 00196",m.cioccoloni@design2000.it,30
Mohammad Omar Mohammad Arar,30465,+974 5581 0214,-,,30
Culligan Gulf LLC,30466,+974 4436 1373,P.O.Box: 23867,info@culligan.qa,30
New Project Kitchen Equipment L.L.C.,30467,+974 4427 8059,P.O.Box: 200531,info@nptechnic.com,10
Jawadco Trading & Servoces,30468,+974 5563 3780,-,ENG.MTAHER@HOTMAIL.COM,30
Tebah projects Co. WLL,30469,+974 3393 8604,P.O. Box: 8146,sales@taybaproject.com,30
Global Electrical and Mechanical Trading,30470,+974 3106 0614,-,sales@gemtqatar.com,30
Rankoussi Fabrics and Furniture,30471,+974 4411 6656,P.O.Box: 90532,sales@rankoussi.com,30
Casa Blu Company,30472,+974 4469 4020,P.O.Box: 23066,casablu@qatar.net,30
Super Technical Entrprises W.L.L.,30473,+974 4450 5252,P. O. Box 41043,qatar@supertechnical.com,30
SBA GRC Trading & Contracting,30474,+974 4437 7576,P.O.Box: 90523,info@sbaqatar.com,30
AKI Fitness Trading,30475,+974 4495 4958,P.O Box: 31928,helmi.t@akigroup.com,30
Cybernetics Trading & Installation,30476,+974 4462 2945,P.O.Box: 35116,,10
LB Trading & Automatic Doors,30477,+974 4039 0799,P.O.Box: 9937,info@lbautodoors.com,30
Qatar Stainless Steel,30478,+974 4450 0602,P.O.Box: 23678,info@qatarss.qa,30
Albayan WPC,30479,+974  5556 5541,P.O.Box: 55245,albayan4wpc@gmail.com,30
Saif Qatar Duct Fab,30480,+974 4417 1230,P.O.Box: 12438,info@saif-qatar.com,30
Professional Pools,30481,+974 4412 6041,P.O.Box: 63911,onfo@professional-pfms.com,30
Neowell Pty Ltd.,30482,+61 418 337 353,359 Clarendon St.,dennis@neowell.co,30
Total Interior Solutions W.L.L.,30483,+974 4000 0801,-,sales@tisolutionz.com,30
Al Waqt Al Mokhtasar,30484,+974 5533 7626,-,riaddb7022@gmail.com,30
Technobriq Solutions,30485,+ 974 4477 1911,P.O Box 30872,info@technobriq.com,30
Q Innovation,30486,+974 5200 3334,-,info@qinoqa.com,10
Frangieh & Associates,30487,+974 4434 0023,P.O. Box: 24364,info@fa-associates.com,30
Aqtab for Trading & Contracting,30488,+974 3323 4338,P.O.Box: 9003,Alaahaddad18@yahoo.com,30
"TELEBOOTH (JINAN) INTELLIGENT TECHNOLOGY CO., LTD",30489,+86 15288701603,Zhongnan hi tech Industrial Park,nancy@telebooth.cn,30
Younes Bros,30490,+974 5561 1414,P.O.Box: 55144,info@younesbros@gmail.com,30
Stream Specialized Services WLL,30491,+974 4038 7201,P.O.Box: 30486,info@streamss.qa,30
Royal Marine Upholstery,30492,+974 3395 5544,-,info@royalmarineupholstery.com,10
Wall Tek Solution,30493,+974 4451 4606,P.O.Box: 201776,info@wallteksolution.com,10
Infinite & Pools,30494,+974 5129 8883,P.O. Box: 30473,info@infinite-pools.com,30
Qatar Power Construction WLL,30495,+974 44383 100,P.O. Box 1297,qpcwll@qpcwll.com,30
Polar Qatar,30496,+974 4437 4671,"Building 38, Street 840, Zone 24",sales@polarqatar.com,30
Evelution Trading Services WLL,30497,+974 4427 3518,P.O.Box: 5171,evelutionqatar@yahoo.com,30
HAVACS International Trading,30498,+974 4476 9900,P.O.Box: 31260,sales@havacs.com,30
Mohd. Nasser Al Rayes Gas & Trdg. Est,30499,+974 4442 0767,P.O. Box: 4088,mnalrayes@mnalrayes.com.qa,30
Novatec Trading & Contracting,30500,+974 4478 0455,P.O.Box; 203188,info@novatecqatar.com,30
Qatar Consol WLL,30501,+974 4416 0263,P.O.Box: 201353,ktayamoora@consolgroup.net,30
Maison Interiors WLL,30502,+974 444 2090,P.O.Box: 6589,maisonqatar@qatar.net.qa,30
Total Care,30503,+974 5566 8338,-,sales@totalcare-qatar.com,30
Electra,30504,+974 4001 6386,P.O. Box: 31841,electra@qatar.net.qa,30
Exodus Window Film WLL,30505,+974 4491 9633,P.OBox: 96347,info@exoduswindowfilm.com,30
Jefcon Contracting,30506,+974 4017 9856,P.O.Box: 35371,jefconqatar@gmail.com,30
Xiamen Honest Treats Industrial Corp.,30507,+974 5585 9786,"RM 2716 NO4 Building,Taidi Center",alaa-halawani@hotmail.com,10
Central Ventilation Systems Industry W.L.L.,30508,+974 4460 3825,P.O.Box: 40015,qatar@cvshvac.com,30
DAIKIN TRDG. AND AC SOLUTIONS WLL,30509,+974 4406 9700,P.O.Box: 14130,info@daikinqatar.com,30
Aeon Contracting & Trading,30510,+974 5518 1843,P.O.Box: 65080,Muhammedezzat@hotmail.com,30
Powergrid Trading & Contracting,30511,+974 4450 3135,P. O. Box: 40751,powergrid.qatar@gmail.com,30
Jabal Al Rahmah Trading & Contracting,30512,+974 5092 5926,"Building 69 zone, 36 street 362",info@jabalalrahmah.com,30
Mostafa Khalil,30513,+974 7047 7682,-,,30
Handmade Construction WLL,30514,+974 4436 5859,P.O.Box: 2260,info@handmadeq.com,30
Yellowline Trading & Services L.L.C.,30515,+974 4001 5833,Salta 1 Tower - Building 17 - Floor 6  Area 18,info@yellowline-me.com,30
Tameer Engineering Contracting,30516,+974 3077 4111,P.O.Box: 32367,m.nasr@tameerqa.com,30
Metal Plus,30517,+974 4460 3350,P.O.Box: 15104,info@metalplus.com.qa,30
Engineering Factory for Carpets,30518,+974 3330 5507,P.O.Box: 40191,info@efc.com.qa,30
Target For Metals Forming & Fabrication,30519,+974 4481 5702,P.O.Box: 12438,omar@targetqatar.com,30
Data Voice Technology,30520,+974 7101 7769,"8th floor, Toyota tower, airport road",sajjath@datavoizme.com,30
International Gulf Trading Company WLL,30521,+974 4408 8222,P.O.Box: 6572,info@igtc.qa,30
Threads District,30522,+974 4475 7001,"Building 54, Ibn Seena",info@threads-district.com,30
Al Allam Cleaning W.L.L,30523,+974 4416 2683,"#28 Villa, Street 717 Al Mamoura",info@alallamcleaning.com,30
Fire Safety,30524,+974 449 7576,P.O.Box: 203197,info@firesafety.com.qa,39
Concept design & Build Co. WLL,30525,+974 4001 8123,P.O. Box: 4917,nourhene.ouni@concept-dbq.com,30
Engineering Factory for Carpets,30526,+974 3392 8883,P.O.Box: 40191,info@efc.com.qa,30
Power Stream,30527,+974 4455 1245,P.O.Box: 3890,info@powerstream.com.qa,30
Star City Pest Control & Cleaning,30528,+974 4450 2416,P.O.Box: 63665,info@starcity.qa,30
Saad Badi Furniture,30529,+974 31284148,P.O.Box: 24199,maisarayoussif@gmail.com,30
Titanium Tinting & Insolation,30530,+974 4687 7299,P.O.Box: 5240,contact@titanium-tint.com,30
Hamad Bin Khalid Engineering Services WLL,30531,+974 4468 7811,P.O.Box: 8091,hbkengg@qatar.net.qa,30
UNION FIRE PROTECTION W.L.L.,30532,+974 4002 2604,P.O.Box: 45014,info@ufp.qa,30
AL LIRA ALZAHABIA TRADING CONTRACTING & TRANS.,30533,-66600231,P.O.Box: 90804,makbulmm21@gmail.com,30
United Industrial Material Company L.L.C,30534,-44603680,P.O.Box: 23376,mohamed.kassem@redachem.com,30
Boecker Public Saftey LL,30535,+974 4444 3744,,myrianne.feghaly@boecker.com,10
Oryx Fire Protection,30536,+974 4485 0237,P.O. Box: 40764,info@oryxfire.com,10
Gulf Top Trading & Contracting WLL,30537,+974 44504189,P.O. BOX 91328,info@gulftopco.com,39
TECHNOLOGENT SERVICES,30538,-44443826,"Sheikh Saoud Building,Al Mahar St, Doha",sales@technologentqatar.com,10
Vibrant Consultancy W.L.L,30539,97444816461,P.O Box: 82395,info@vibrantglobal.org,10
Drillone Trading and Contracting WLL,30540,+974 44662906,P.O. BOX:37510,info@drillonecontracting.com,10
Qatar International Safety Centre WLL,30541,+974 44501223,P.O. Box: 23651,QISCTraining.Doha@madinagulf.com,10
MICROSYS COMMUNICATIONS NETWORKS LLC,30542,+974 5044 4060,P.O. BOX: 3232,info@microsys.qa,10
Imalco Ibrahim Mohd. Al-Khulaifi Trdg. Co.,30543,+974 4441 8030,"Building No. 6, Zone 24, St. 840, Al Muntaza",info@imalco.com,10
BJM TECH TRADING,30544,+974 40319755,"Office C304, 3rd Floor Mirqab Mall Block C",irfan@bjmq-tech.com,10
CHARIOT TRADING CONT & TRANS WLL,30561,+974 4476 8662,P.O. BOX: 3063,info@chariot.qa,10
DYNAMIC POWER WLL,30562,+974 44509422,P.O. BOX: 32399,info@dynamicpowerqatar.com,10
LUSAIL CITY DISTRICT COOLING CO.,30563,+974 40120120,P.O. BOX 5651,billing@marafeq.com.qa,10
Prime Technologies WLL,30564,+974 4468 3982,P.O. BOX: 55741,primetech@primedoha.com,10
ALGHROUP CLEANING,30565,+974 44666645,P.O. BOX: 22747,Hany <Sales@qtr-s.com>,10
AL RABIAH CENTRAL CONTRACTING COMPANY,30566,+974 33314202,"Building No. 7 Street 830, Zone 44",samaiel@alrabiahglobal.com,10
Edama Facility Management WLL,30567,+974 4144 6707,P.O. BO: 19085,n.ghazy@edamafm.com,10
Al Bastha Trading & Contracting WLL,30568,+974 3030 2159,P.O. BOX: 343,shihab.albastha@gmail.com,10
Roots Qatar WLL (Coating & Water Proofing),30569,+974 4005 4266,P.O. BOX: 47308,enquiry@rootsqatar.com,10
The Vision Construction,30570,+974 3000 4717,P.O. BOX: 20080,Pmoffice@thevisionqa.com,39
MODERN ENGINEERING SOLUTIONS,30571,+974 5040 1971,P.O. BOX: 39344,info@mesc-qa.com,10
FANAR NEON & ADVERTISING,30572,+974 4441 1307,P.O. BOX: 2796,info@fanarneon.net,10
Petroleum Technology Co. (Petrotec) WLL,30573,+974 4441 9603,P.O. BOX: 16069,petrotec@qatar.net.qa,39
Traffic Management Solutions WLL,30574,+974 4450 2146,P.O. BOX:22997,info@tmsqatar.com,39
JABAL HIMALAYA CONSULTANCY,30575,+974 4490 3380,P.O. BOX: 200529,himalayaconsultancyqa@gmail.com,30
GULF HYGIENE,30576,+974 7008 1737,P. O. BOX: 30278,sales@qatarhygiene.com,39
Pool Masters Trading Contracting & Services LLC,30577,+974 4040 2325,P.O. BOX 200150,sales@poolmasters.net,39
ARSH CONTRACTING & SERVICES WLL,30578,+9744140 7333,"The New House Complex, B Ring Rd., Doha Qatar",Arsh Services <sales@arshgroup.co>,39
Talib M. Talib & Partner Company,30579,+974 44431117,P.O. Box: 5643,info@tmt.qa,39
AL HABARI ENGINEERING,30580,+974 4472 6435,P.O. BOX: 60861,engineering@alhabarigroup.com,39
STRUDCO SERVICES LLP,30581,+974 5557 9801,"PUNALUR, KERALA, INDIA",baiju-ceo@strudco.com,39
ZEETECH TRADING & CONTRACTING,30582,+974 4423 1414,P.O. BOX: 14383,rjoseph@ztechqa.com,39
JBR AHMD-AL MALKY TRADING & CONTRACTING WLL,30583,+974 6625 5340,P.O.BOX:1339,amdadchy815@gmail.com,39
Sendian Integrated Security Services,30584,+974 4486 6766,P.O. BOX: 1805,palsang@sendiansecurity.com,39
Triesta For Trading and Contracting,30585,+974 7788 2320,Industrial Area Steet No. 47 Gate No. 130,info@triestaonline.com,39
SUN TECHNOLOGY WLL,30586,+974 6643 4070,P.O. BOX 9106, info@sunlighttec.com,10
TANZIFCO COMPANY WLL,30587,+974 4005 4444,P.O. BOX: 22138,tanzifco.qatar@tanzifco.qa,39
Bin Ghalib Engineering Qatar,30588,+974 4482 2555,P.O. BOX: 10069,bee@qatar.net.qa,39
ASLAN CONTRACTING & TRANSPORTATION,30589,+974 4435 0802,"Automobiles, East Industrial  Rd. Second Flr. B243",sales@aslanqatar.com,39
SATURN TRADING & CONTRACTING WLL,30590,+974 4456 8759,P.O. BOX: 30966,info@saturnqa.com,39
Saravan Mandal & Group,30984,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
SABEA HOLLOWCORE,30985,+974 - 4492 2452,P.O. Box:  9106,sales@aae.com.qa,30
BEIN SPORTS MENA W.L.L,30986,133,P.O BOX 23231,,10
Roberto Giovannini S.R.L,30987,+39 0571 670200,Via dell’Artigianato 54b  50025 Località Cerbaia,valentina@robertogiovannini.com,30
Union Precast Factory Qatar L.L.C,30988,+974 4445 1111,P.O Box. 1362,info@upf-qatar.com,30
Alphatech Services & Trading W.L.L,30989,+974 4006 0429,P.O. BOX: 63835,info@alphatechdoha.com,10
Acrow Formwork Technology,30990,+974 - 4458 2357, 54 Al Muntazah,hossam.hussein@acrow.co,30
"AL BEHERY TRADING, CONTRACTING & SERVICES CO.",30991,+974 4436 3595,P.O. BOX: 93108,info@albehiry.com,10
CCL Qatar W.L.L,30992,+974 4458 3998,P.O BOX 24396,cclqatar.ten@cclint.com,30
ABDULLAH IBRAHIM AL JAIDAH & SONS,30993,+974 4480 3295,P.O. BOX: 4442,info@aijaidah.com.qa,10
DOHA SPECIAL TRADING CONTRACTING & SERVICES WLL,30994,+974 5016 9974,"Building No. 9, Zone 17, Street 970",dohaspecial333@gmail.com,10
Hassan Mowafi Trd. & Cont. Co.,30995,+974 5523 0102,P.O. BOX: 4810,hassanmowafi@hotmail.com,30
Oriental Carpet Company,30996,+974 4447 9794,P.O. Box: 2524,Carpetcoqa@gmail.com,39
Tawarat Contracting,30997,+974 4435 0142,P.O. Box No. 23907,info@tawarat.com,10
Precious Trading Company,30998,+974 4432 2711,P.O. Box 207282,admin@preciousqatar.com,10
Mona Engineering & Trading Company,30999,+974 5057 7699,P.O. Box: 70088,info@hcps-me.com,10
AL TMOOH Trading & Contracting,31000,+974 3030 9180,,package10@gmail.com,10
Mahmoud Sohel Contracting W.L.L,31001,+974 3060 1270,P.O BOX: 12929,mahmoudsohelcontracting@gmail.com,39
Black Arrow Trading & Services W.L.L.,31002,+974 4436 5900,P.O BOX 24636,r.shanbhogue@blackarrow.com.qa,39
Teyseer Motors W.L.L,31003,+974 4435 7790,P.O. BOX 2778,automotive@teymotor.com,39
Al Zaha Trading and Contracting,31004,+974 4001 2921,"Office 11, Floor 2, Building 3, Ezdan Holdings,",info@alzahaqa.com,39
Usersave Trading & Contracting,31005,+974 4038 5806,P.O. BOX: 2225,a.mandour@usersaveconstruction.online,39
Technical Modular Scaffolding & Formwork W.L.L,31006,+ 974 4040 9841,P.O. BOX: 1120,fjabnouni@tmsformworkqatar.com,39
Aldoha Landscape Trading and Services,31007,+974 7752 2518,"Street No:340, Zone: 39",doha.landscape@yahoo.com,39
Target Trading & Heavy Equipment W.L.L,31008,+974 4432 2922,"Umm Salal Mohammed  building 31,1st floor",info@target-qatar.com,39
Rumaillah Warehouse Equipment W.L.L,31009,+974 4450 8888,P.O. BOX: 2,rwe@rumaillahgroup.com,39
Ismail Bin Ali Agriculture,31010,+974 4040 3535,P.O. BOX: 15,agricultural@iba.com.qa,39
GMS Trading,31011,+974 5585 9786,"Street 2005, Zone 91, Building No-155",acc.gmstrading@gmail.com,39
Almuftah Carpentry,31012,+974 4499 7600,P.O. BOX: 875,carpentry@almuftah.com,39
Dune Trading & Contracting,31013,+974 4444 4421,P.O. BOX: 4413,princess.torrecampo@dunetraders.com,39
NMPM Trading & Contracting W.L.L,31014,+974 6686 6185,P.O BOX: 63715,info@nmpmqatar.com,39
Al Suwaidi Technical Centre,31015,+974 4460 1087,P.O. BOX: 40600,suwaidigroup@yahoo.com,39
Smart Elevators & Escalators,31016,+974 5065 7519,"Ramada Signal, Salwa Rd ,Building 340, 4th Floor",ahmed.qa@smartcogroup.com,39
El Moaz Contracting W.L.L,31017,+974 6699 2512,,mohamed.masoud_88@icloud.com,39
Top Makers Joinery Trading & Decoration,31018,+974 4477 0255,P.O. BOX: 13764,info@topmakers.qa,39
Pledge Decoration W.L.L,31019,+974 4415 5175,P.O. BOX: 38495,Info@pledge-decor.com,39
Rollc Qatar for Aut. System,31020,+974 4481 2700,P.O. BOX: 90696,info@rollerqatar.com.qa,39
Awzan for Treading & Contracting,31021,+974 5044 4722,P.O. BOX: 14804,awzanqatar@gmail.com,39
"United for Testing, Adjusting and Balancing, Trdng",31022,+974 44478023,P.O. BOX: 1841,albert.alabastro@utab.qa,10
Q Green Trading & Contracting W.L.L,31023,+974 4451 5160,P.O. BOX: 30515,ali.abbas@qgreen.qa,39
Razak Nazir Ahmed Facilities Management & Services,31024,+974 7723 7724,P.O. BOX: 47601,mail@rnaqatar.com,39
ART GROUP,31025,+974 4443 4549,P.O. BOX:47502,artgroup.qa@gmail.com,39
Cantech Your Technology Partner,31026,+974 4416 6270,P.O. Box: 47306,anoop@cantech.qa,10
TREX TRADING & CONTRACTING,31027,+974 4039 0515,P.O. BOX: 38160,info@qatar-trex.com,10
ARTEC WATER TECHNOLOGY CO. WLL,31028,+974 6611 7606,"Building 51,  Street 3143 Area 91, Al Wakair",sales@artec.com.qa,39
Mohammed Hussain Saleh Al Abdulghani Trading Co.,31029,+974001 6905,P.O. BOX: 2403,service.mhsat@gmail.co,10
Lilac Landscape,31030,+974 4488 1176,P.O. BOX 15145,farah.h@lilac-landscape.com,39
Abuhail Trading & Contracting Co. W.L.L,31031,+974 4477 2271,P.O. BOX: 31450,abuhailgroup@gmail.com,39
AXLE SYSTEM WLL,31032,+974 4411 6767,"Office # 505, Building 24, Zone 26, Street 940",info@axlesys.com,10
AL-MIRQUAT TRADING & CONTRACTING,31033,+974 7007 7514,P.O. BOX: 15847,almirquatmaintenance@gmail.com,10
Toro Projects & Contracting,31034,+974 4008 0818,P.O. BOX: 214116,info@toroto.qa,39
Wallace McDowall Ltd.,31035,+974 4462 1510,P.O. Box: 24817,haytham.alfaqih@qmidoors.com,39
Tadmur Solid Surface Factory,31036,+974 4433 7111,P.O. BOX: 37493,khaleel.alazraq@tadmur-trading.com,39
AL HEMAYA INSURANCE BROKERAGE WLL,31037,+974 3089 4274,P.O. BOX: 13438,csr@ahib.com.qa,10
Happy Life Trad. & Cont. & Cleaning W.L.L,31038,+974 6661 7517,P.O. BOX: 46055,omarfaruq@happylifeqatar.qa,39
Firestop Insulation Technologies W.L.L,31039,+974 4415 1424,P.O. BOX: 23907,choayb@tawarat.com,39
Ankara Decorative Insulation,31040,,,,39
Strong Trading & Contracting,31041,+974 7755 0068,,rajendar.arbt@gmail.com,39
SDK Contracting & Services,31042,+974 6692 7592,,ajmal.amin2022@gmail.com,39
La Casa Design for Interior Design,31043,+974 4028 4132,Al Mirqab Mall 2nd Floor,emadhermas@gmail.com,39
Al Rayan Elevator & Escalator,31044,+974 4001 0104,P.O. BOX: 13321,info@alrayanco.com,39
City Square Trading & Contracting W.L.L,31045,+974 4432 4418,P.O. BOX: 32042,info@citysquarewll.com,39
R Nice for Trading W.L.L,31046,+974 5590 3618,P.O. BOX: 1220,rnicegatar@gmail.com,39
MOHAMMED BILLAL TRADING & CONTRACTING WLL,31047,+974 3338 5164,Umm Salal Ali Zone 71 Street 850,mohanshafiq@gmail.com,39
PREMIER CONTRACTING WLL,31048,+974 4421 2232,P.O. BOX: 17250,premiercontracting18@gmail.com,39
MEKDAM CAMS W.L.L,31050,+974 4405 9082,P.O. BOX: 17654,cams@mekdamholding.com,39
POPULAR TRADING & CONTRACTING WLL,31051,+974 7049 7074,P.O. BOX: 212088,ptcqatarelv@gmail.com,39
Al Doha Landscape Trading & Contracting W.L.L,31052,+974 7752 2518,Street No: 340,info@aldoha-landscape.com,39
Nano Plus Qatar,31053,-33887431,,nanoplusqatar@gmail.com,39
Desert Ghazal Trad. Cont. and Hospitality  Service,31054,+974 3380 7690,Old Al Ghanim,sajid_s333@yahoo.com,39
Multilink Trading & Contracting W.L.L,31055,+974 5566 5648,P.O. BOX: 39455,moshareftalukder1984@gmail.com,39
Kanaan Fire and Saftey W.L.L,31056,+974 4436 9021,P.O. BOX: 215001,info@kanaan-qa.com,39
CHINAR GROUP CONTRACTING & TRADING WLL,31057,+974 4442 2136,P.O. BOX:70047,info@chinargroups.com,10
Woodpecker GCC for Decoration,31058,+974 30090058,,ali@alhlebi.co,39
Saif Trading & Decoration,31059,+974 44691178,P.O. BOX: 40860,manoj@saiffurniture.qa,39
Alesteqrar Trading & Contracting W.L.L,31060,+974 7029 0209,,info@goldenspace.org,39
Al Nassaem Trading & Contracting,31061,+974 5506 0176,P.O. BOX: 80554,furniture_inty@yahoo.com,39
Infrastructure Trading & Contracting,31062,+974 4464 9507,P.O. BOX: 12788,m.hamdallah@gtc.co.com,39
TK Elevator W.L.L,31063,+974 4401 9154,P.O. BOX: 47405,carl.aoun@tkelevator.com,39
Middle East Marble & Granite Trading W.L.L,31064,+974 7080 1519,Street No.340,info@memarble.com,39
Varna Doha Contracting LLC,31065,+974 3302 9972,,varnadoha@gmail.com,39
"Guangzhou Gesui Trading Co.,Ltd",31066,+86 15917391279,Room 209A 2nd Floor NO.102 KeyunBei Road,,39
Bottega Design & Decoration LLC,31067,+974 4000 0816,P.O. BOX: 203180,nadia@grandroyal.me,39
Sama Al-Shomoukh Trading & Contracting,31068,+974 5573 9343,,info@info-sama.com,39
Three Brother Kingdom Trading & Contracting W.L.L,31069,+974 4421 9240,P.O. BOX: 16149,sales1@tbkqatar.com,39
Palacios Contracting WLL,31070,+974 3345 5988,P.O. BOX: 30434,palacios.contracting@gmail.com,39
Zahra Qatar Trading & Contracting Co. W.L.L,31071,+974 5596 7536,,zahratqatar6@gmail.com,39
Moustafa & Group - Alemadi Eng.,39001,,,,39
Mohan Lal & Group,39002,,,,39
Arshad & Group,39003,,,,39
Baljeeth & Group,39004,,,,39
Madusuthan / Vijitharan & group,39005,,,,39
Mehre Aalam & Group,39006,+974 4040 3535,P.O. Box:15,contracting@iba.com.qa,39
Manjula & Group,39007,,,,39
Mahboob & Group,39008,,,,39
Gridari Lal & Group,39009,,,,39
Adam Kabari & Group,39010,,,,39
Abdul Kadir & Group,39011,+974 4040 3535,P.O Box: 15,contracting@iba.com.qa,39
Rawwab Ali & Group,39012,,,,39
Abdul Haq & Group,39013,,,,39
Ibrahim & Group,39014,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Ameer Hussain & Group,39015,,,,39
Tilkasiri & Group,39016,,,,39
Tajul Islam & Group,39017,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Shuh Karan & Group,39018,,,,39
Rocky & Group,39019,,,,39
Ahmad Samir & Group,39020,,,,39
Babu Ram and Group,39021,,,,39
Bagdad Decoration,39022,+974 7475 4087,P.O. Box: 7941,-,30
Sultan Sing & Group,39023,,,,39
Onkar Singh & Group,39024,,,,39
Dos Mohamed Group,39025,+974 4040 3535,P.O Box: 15,procurement@iba.com.qa,39
Radhe Shyam & Group,39026,,,,39
Maite & Group,39027,,,,39
Ramavtar & Group,39028,,,,39
Ansari & Group,39029,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Surjit Singh & Group,39030,,,,39
Tirathraj & Group,39031,,,,39
Noman & Group,39032,,,,39
Nippon Gulf Trading & Contracting Co.,39033,,,nippongulf@yahoo.com,39
Shajahan & Group,39034,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Manir & Group,39035,,,,39
Madhab & Group,39036,+974 4040 3535,P.O. Box:15,contracting@iba.com.qa,39
Jagsir Singh & Group,39037,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Jahangir & Group,39038,,,,39
Rakesh & Group,39039,,,,39
Ganesh & Group,39040,,,,39
Kumar & Group,39041,+974 4040 3535,P.O Box: 15,Procurement@iba.com.qa,39
Shahaya kumar & Group,39042,,,,39
Man Bahadur Thapa,39043,+974 4040 3535,P.O Box 15,procurement@iba.com.qa,39
Shaid Islam & Group,39044,,,,39
Lila Bahadur & Group,39045,,,,39
Tabarakh Mansuri & Group,39046,,,,39
Punenthiran & Group,39047,,,,39
Rubel & Group,39048,,,,39
Younus Alam Ansari & Group,39049,,,,39
Shami Akhtar Group - Steel Work,39050,,,,39
Fredrick & Group,39051,,,,39
Raj Kumar & Group,39052,,,,39
Puvinayagam Susitharan - Group- Steel Fixer,39053,,,,39
Ahmed Elshobrahly - Group - Carpentry,39054,,,,39
Lokbahadur & Group,39055,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Vikram Singh,39056,,,,39
Ravi Khan & Group,39057,,,,39
Zakir Mustak & Group,39058,,,,39
Salim Mohamed & Group,39059,,,,39
Ram Ishwar & Group,39060,+974 4040 3535,P.O Box 15,procurement@iba.com.qa,39
Pawan Kumar & Group,39062,,,,39
Sharwan Kumar & Group,39063,,,,39
Al Yarmouk Installing Natural&Mechanical Stones,39064,,,yarmoukqatar@gmail.com,39
Surjan & Group,39065,,,,39
Suresh Kumar & Group,39066,,,,39
Rajendar Meena & Group,39067,,,,39
Praeshwar & Group,39068,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Sunil Sharma & Group,39069,,,,39
Ali Hussain & Group,39070,,,,39
Dil Mohamed & Group,39071,,,,39
Jamal Hossain & Group,39072,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
